0,0,0,1
0,0,0,2
0,0,0,3
0,0,0,4
0,0,0,5
0,0,0,6
0,0,0,7
0,0,0,8
0,0,0,9
0,0,0,10
0,0,0,11
0,0,0,12
0,0,0,13
0,0,0,14
0,0,0,15
0,0,0,16
0,0,0,17
0,0,0,18
0,0,0,19
0,0,0,20
0,0,0,21
0,0,0,22
0,0,0,23
0,0,0,24
0,0,0,25
0,0,0,26
0,0,0,27
0,0,0,28
0,0,0,29
0,0,0,30
0,0,0,31
0,0,0,32
0,0,0,33
0,0,0,34
0,0,0,35
0,0,0,36
0,0,0,37
0,0,0,38
0,0,0,39
0,0,0,40
0,0,0,41
0,0,0,42
0,0,0,43
0,0,0,44
0,0,1,44
0,0,2,44
0,0,3,44
0,0,4,44
0,0,5,44
0,0,6,44
0,0,6,45
0,0,6,46
0,0,6,47
0,0,6,48
0,1,6,48
0,2,6,48
0,3,6,48
0,4,6,48
0,5,6,48
0,6,6,48
0,7,6,48
0,8,6,48
0,9,6,48
0,10,6,48
1,10,6,48
2,10,6,48
3,10,6,48
4,10,6,48
5,10,6,48
6,10,6,48
7,10,6,48
8,10,6,48
9,10,6,48
10,10,6,48
11,10,6,48
12,10,6,48
13,10,6,48
14,10,6,48
15,10,6,48
16,10,6,48
17,10,6,48
18,10,6,48
19,10,6,48
20,10,6,48
21,10,6,48
22,10,6,48
23,10,6,48
24,10,6,48
25,10,6,48
26,10,6,48
27,10,6,48
28,10,6,48
29,10,6,48
30,10,6,48
31,10,6,48
32,10,6,48
33,10,6,48
34,10,6,48
35,10,6,48
36,10,6,48
37,10,6,48
38,10,6,48
39,10,6,48
40,10,6,48
41,10,6,48
42,10,6,48
43,10,6,48
44,10,6,48
45,10,6,48
46,10,6,48
47,10,6,48
48,10,6,48
49,10,6,48
50,10,6,48
51,10,6,48
52,10,6,48
53,10,6,48
54,10,6,48
55,10,6,48
56,10,6,48
57,10,6,48
58,10,6,48
59,10,6,48
60,10,6,48
61,10,6,48
62,10,6,48
63,10,6,48
64,10,6,48
65,10,6,48
66,10,6,48
67,10,6,48
68,10,6,48
69,10,6,48
70,10,6,48
71,10,6,48
72,10,6,48
73,10,6,48
74,10,6,48
75,10,6,48
76,10,6,48
77,10,6,48
78,10,6,48
79,10,6,48
80,10,6,48
81,10,6,48
82,10,6,48
83,10,6,48
84,10,6,48
85,10,6,48
86,10,6,48
87,10,6,48
88,10,6,48
89,10,6,48
90,10,6,48
91,10,6,48
92,10,6,48
93,10,6,48
94,10,6,48
95,10,6,48
96,10,6,48
97,10,6,48
98,10,6,48
99,10,6,48
100,10,6,48
101,10,6,48
102,10,6,48
103,10,6,48
104,10,6,48
105,10,6,48
106,10,6,48
107,10,6,48
108,10,6,48
109,10,6,48
110,10,6,48
111,10,6,48
112,10,6,48
113,10,6,48
114,10,6,48
115,10,6,48
116,10,6,48
117,10,6,48
118,10,6,48
119,10,6,48
120,10,6,48
121,10,6,48
122,10,6,48
123,10,6,48
124,10,6,48
125,10,6,48
126,10,6,48
127,10,6,48
128,10,6,48
129,10,6,48
130,10,6,48
131,10,6,48
132,10,6,48
133,10,6,48
134,10,6,48
135,10,6,48
136,10,6,48
137,10,6,48
138,10,6,48
139,10,6,48
140,10,6,48
141,10,6,48
142,10,6,48
143,10,6,48
144,10,6,48
145,10,6,48
146,10,6,48
147,10,6,48
148,10,6,48
