0,0,0,1
0,0,0,2
0,0,0,3
0,0,0,4
0,0,0,5
0,0,0,6
0,0,0,7
0,0,0,8
0,0,0,9
0,0,0,10
0,0,0,11
0,0,0,12
0,0,0,13
0,0,0,14
0,0,0,15
0,0,0,16
0,0,0,17
0,0,0,18
0,0,0,19
0,0,0,20
0,0,0,21
0,0,0,22
0,0,0,23
0,0,0,24
0,0,0,25
0,0,0,26
0,0,0,27
0,0,0,28
0,0,0,29
0,0,0,30
0,0,0,31
0,0,0,32
0,0,0,33
0,0,0,34
0,0,0,35
0,0,0,36
0,0,0,37
0,0,0,38
0,0,0,39
0,0,0,40
0,0,0,41
0,0,0,42
0,0,0,43
0,0,0,44
0,0,0,45
0,0,0,46
0,0,0,47
0,0,0,48
0,0,0,49
0,0,0,50
0,0,0,51
0,0,0,52
0,0,0,53
0,0,0,54
0,1,0,54
0,2,0,54
0,3,0,54
0,4,0,54
0,5,0,54
0,6,0,54
0,7,0,54
0,8,0,54
1,8,0,54
2,8,0,54
3,8,0,54
4,8,0,54
5,8,0,54
6,8,0,54
7,8,0,54
8,8,0,54
9,8,0,54
10,8,0,54
11,8,0,54
12,8,0,54
13,8,0,54
14,8,0,54
15,8,0,54
16,8,0,54
17,8,0,54
18,8,0,54
19,8,0,54
20,8,0,54
21,8,0,54
22,8,0,54
23,8,0,54
24,8,0,54
25,8,0,54
26,8,0,54
27,8,0,54
28,8,0,54
29,8,0,54
30,8,0,54
31,8,0,54
32,8,0,54
33,8,0,54
34,8,0,54
35,8,0,54
36,8,0,54
37,8,0,54
38,8,0,54
39,8,0,54
40,8,0,54
41,8,0,54
42,8,0,54
43,8,0,54
44,8,0,54
45,8,0,54
46,8,0,54
47,8,0,54
48,8,0,54
49,8,0,54
50,8,0,54
51,8,0,54
52,8,0,54
53,8,0,54
54,8,0,54
55,8,0,54
56,8,0,54
57,8,0,54
58,8,0,54
59,8,0,54
60,8,0,54
61,8,0,54
62,8,0,54
63,8,0,54
64,8,0,54
65,8,0,54
66,8,0,54
67,8,0,54
68,8,0,54
69,8,0,54
70,8,0,54
71,8,0,54
72,8,0,54
73,8,0,54
74,8,0,54
75,8,0,54
76,8,0,54
77,8,0,54
78,8,0,54
79,8,0,54
80,8,0,54
81,8,0,54
82,8,0,54
83,8,0,54
84,8,0,54
85,8,0,54
86,8,0,54
87,8,0,54
88,8,0,54
89,8,0,54
90,8,0,54
91,8,0,54
92,8,0,54
93,8,0,54
94,8,0,54
95,8,0,54
96,8,0,54
97,8,0,54
98,8,0,54
99,8,0,54
100,8,0,54
101,8,0,54
102,8,0,54
103,8,0,54
104,8,0,54
105,8,0,54
106,8,0,54
107,8,0,54
108,8,0,54
109,8,0,54
110,8,0,54
111,8,0,54
112,8,0,54
113,8,0,54
114,8,0,54
115,8,0,54
116,8,0,54
117,8,0,54
118,8,0,54
119,8,0,54
120,8,0,54
121,8,0,54
122,8,0,54
123,8,0,54
124,8,0,54
125,8,0,54
126,8,0,54
127,8,0,54
128,8,0,54
129,8,0,54
130,8,0,54
131,8,0,54
132,8,0,54
133,8,0,54
134,8,0,54
135,8,0,54
136,8,0,54
137,8,0,54
138,8,0,54
139,8,0,54
140,8,0,54
141,8,0,54
142,8,0,54
143,8,0,54
144,8,0,54
145,8,0,54
146,8,0,54
147,8,0,54
148,8,0,54
149,8,0,54
150,8,0,54
