342,846
204,645
238,506
193,378
373,414
174,336
236,341
178,281
201,278
197,266
230,295
207,388
317,420
241,286
172,292
176,277
128,282
121,395
187,285
72,328
84,249
65,291
91,596
76,296
93,305
73,304
60,326
100,311
65,303
72,275
97,309
64,311
124,481
158,553
70,462
108,379
132,333
75,324
102,636
101,526
187,800
159,679
233,799
96,429
76,299
100,340
64,469
209,501
89,356
78,377
75,541
71,323
77,382
62,430
117,318
59,307
64,304
99,594
60,350
78,382
117,334
67,467
67,346
88,271
71,326
79,337
95,348
64,446
163,419
69,347
78,422
60,321
127,318
69,314
67,383
66,324
71,337
79,324
133,864
87,349
99,292
89,336
63,354
68,307
100,355
72,319
66,338
56,353
63,335
59,584
205,281
56,360
64,326
68,304
62,348
57,289
96,304
59,393
69,297
100,320
81,645
155,456
134,466
75,357
59,299
90,315
67,319
72,341
145,369
67,334
67,331
56,360
72,315
63,701
114,310
70,320
61,290
96,301
58,346
71,362
134,321
74,331
69,313
65,321
80,629
56,320
106,355
58,312
65,319
61,344
59,325
67,383
120,359
74,319
77,402
147,390
124,561
68,387
108,313
68,370
94,320
58,394
67,318
63,329
152,334
64,339
55,628
87,339
68,323
61,347
88,350
64,334
65,360
108,363
71,371
70,325
100,313
96,333
80,324
59,323
96,296
69,324
124,322
75,293
93,654
79,331
69,326
64,332
103,347
61,371
91,313
82,308
71,327
58,340
106,295
67,331
65,364
96,640
61,332
72,344
146,346
74,311
68,303
63,328
72,315
69,348
89,309
69,321
74,410
105,386
75,387
73,398
89,316
65,279
65,332
80,321
63,328
67,324
113,339
59,714
91,354
74,297
78,332
70,376
92,288
62,356
72,331
86,352
55,304
77,491
196,297
60,304
81,318
72,299
62,350
58,305
129,361
65,323
74,337
62,343
100,455
54,355
84,377
67,334
64,321
100,367
71,340
55,371
90,299
63,335
61,283
97,780
55,317
67,309
142,335
76,317
68,328
57,285
75,336
63,313
108,336
56,329
88,741
110,337
60,343
57,286
106,303
59,311
60,306
59,358
71,316
60,340
123,364
57,663
81,375
104,422
69,358
66,379
93,357
75,387
106,380
78,380
71,367
79,665
89,349
92,339
71,337
69,365
52,353
61,376
150,384
66,384
70,343
71,646
83,374
72,373
109,370
64,359
78,365
115,385
126,373
67,359
104,606
75,351
68,363
69,375
67,378
74,423
147,382
72,462
70,420
68,390
105,819
110,356
107,423
77,390
77,386
120,349
71,389
67,432
139,371
74,537
107,421
68,345
55,376
86,354
117,368
75,409
62,382
69,359
56,378
82,681
92,383
74,433
67,409
113,391
68,401
56,398
86,357
73,358
95,721
97,369
73,361
72,380
138,413
84,374
78,385
68,374
70,351
74,361
106,516
130,542
78,468
113,429
71,324
59,377
86,379
65,373
67,332
83,342
89,321
62,307
114,491
86,383
64,403
90,327
58,312
59,332
85,326
66,326
60,332
83,326
68,329
59,321
88,329
56,565
68,337
56,328
55,331
56,312
134,317
48,328
56,301
63,353
58,296
55,301
73,318
94,495
90,317
82,297
56,317
50,294
77,292
57,290
58,314
61,319
72,354
57,327
116,503
74,534
131,510
91,494
99,499
92,490
135,563
86,486
158,677
154,563
95,530
80,517
135,524
78,454
52,436
87,542
86,482
87,591
207,594
85,515
99,567
95,562
134,609
93,522
138,519
80,453
81,468
125,535
80,493
84,506
144,448
114,469
86,517
86,454
84,459
77,424
212,444
75,515
81,409
81,475
81,386
81,714
256,932
155,1206
137,1075
268,1199
157,1178
105,506
151,554
90,549
83,473
95,494
87,490
104,458
183,543
93,538
94,526
84,491
88,494
87,529
144,491
87,476
129,569
158,486
107,535
89,483
129,503
107,466
88,633
143,514
61,477
63,319
150,331
64,352
58,380
60,322
65,333
66,306
97,374
73,334
57,311
100,342
91,350
71,334
242,381
57,345
58,317
54,431
61,327
57,309
136,296
60,330
69,361
58,369
61,301
69,675
101,334
55,339
66,342
97,342
70,288
77,322
152,316
61,323
77,305
82,375
88,863
116,394
139,360
100,492
66,545
79,447
107,464
110,644
276,546
76,438
68,453
94,431
68,577
108,568
122,490
94,765
76,479
87,510
80,346
110,920
225,426
75,358
64,733
120,368
65,357
68,380
91,394
80,354
81,371
93,337
60,357
63,754
102,367
71,380
63,429
86,462
94,470
83,390
139,412
60,395
77,421
101,517
73,428
72,535
101,365
68,410
71,358
106,451
84,377
67,530
133,388
83,404
