204,468
114,227
111,206
112,194
112,192
111,202
129,179
114,179
113,179
131,178
123,184
126,204
138,201
130,188
113,186
102,186
90,183
71,185
87,186
40,184
58,188
39,184
41,191
42,186
57,185
42,182
40,187
55,183
39,181
41,190
58,181
41,187
43,186
40,180
40,182
51,182
71,178
40,179
41,187
42,179
57,178
39,178
52,184
37,178
39,177
54,178
38,181
38,178
49,178
42,183
34,179
36,179
36,185
34,180
68,179
36,184
35,179
35,178
36,213
38,178
67,181
36,186
37,180
51,180
34,186
34,180
52,181
36,179
36,179
36,185
36,179
34,180
67,182
36,179
37,184
36,179
35,202
38,180
52,183
35,178
52,184
51,179
37,186
36,178
50,183
37,180
36,183
36,179
36,183
36,179
66,179
38,183
34,181
37,187
36,181
36,179
51,180
36,180
37,184
52,179
50,178
36,184
51,180
37,184
36,179
36,181
36,199
36,181
68,179
36,181
35,180
37,184
34,179
36,180
51,180
37,181
36,184
52,180
36,180
37,179
67,180
37,186
34,180
37,185
36,180
36,200
70,181
36,183
37,180
36,184
35,179
36,186
51,179
36,184
36,179
52,183
36,179
35,184
51,181
36,185
52,181
36,198
37,179
36,184
66,180
35,184
35,182
36,185
35,180
36,185
51,181
36,184
36,180
52,179
34,179
36,180
49,179
38,180
36,180
35,185
51,180
35,183
67,181
37,181
36,179
36,179
36,185
35,179
51,179
37,187
36,180
50,180
37,183
35,178
49,180
37,180
36,181
36,183
37,179
35,179
85,181
36,179
37,183
36,180
34,184
37,179
51,184
36,179
36,185
52,180
36,180
35,178
51,183
36,180
36,184
36,179
36,200
37,179
67,182
38,179
49,181
36,179
33,179
35,181
49,181
36,181
38,180
52,180
35,186
36,181
50,181
35,180
36,180
36,180
36,179
35,199
67,180
36,184
37,180
36,183
53,184
36,180
49,185
36,180
36,185
51,181
35,179
37,181
50,179
36,180
36,180
35,180
37,180
37,181
67,180
35,199
39,180
35,183
36,182
36,185
67,180
35,185
36,180
52,184
37,182
36,185
51,179
36,185
36,184
36,189
37,189
37,193
68,192
39,194
37,196
50,196
37,195
38,198
53,199
39,208
54,202
51,204
38,201
39,211
54,212
39,210
40,230
41,211
40,214
40,222
71,213
37,213
39,211
40,210
39,213
39,206
52,204
39,208
39,203
54,209
55,206
38,206
54,209
38,211
40,217
38,213
37,219
38,216
70,238
39,216
40,217
38,212
38,217
38,212
53,216
38,213
39,211
52,212
36,210
38,215
70,215
38,217
38,218
36,212
38,216
35,212
67,215
37,218
35,211
35,216
37,212
35,210
52,216
37,213
38,215
53,210
38,215
37,212
50,210
37,210
52,208
38,212
37,209
38,208
68,212
38,207
38,210
38,205
37,211
37,206
52,211
37,205
39,210
54,208
38,206
37,207
52,205
37,208
38,201
37,203
53,198
38,198
68,198
36,198
38,221
37,201
38,204
38,202
53,208
38,201
37,208
53,206
36,208
38,211
53,207
38,212
38,209
38,211
38,211
35,204
87,206
37,199
38,195
37,196
36,192
36,196
51,191
36,194
36,191
52,194
35,190
36,195
51,190
36,191
36,191
37,191
35,194
36,190
65,190
35,201
49,189
35,190
39,191
37,195
51,195
34,189
37,190
52,190
36,191
36,194
49,191
36,195
36,192
36,189
36,190
36,190
67,190
35,193
36,194
37,190
51,195
36,191
51,197
37,191
40,192
52,192
36,194
35,191
49,185
36,181
36,181
34,180
36,180
36,184
68,180
35,180
36,187
34,182
36,180
36,185
67,181
34,181
36,185
52,180
36,181
36,180
52,180
35,185
36,179
33,180
35,180
36,181
67,184
36,180
34,202
37,182
36,180
36,179
51,181
36,179
52,183
51,181
36,181
36,180
49,180
35,181
36,179
36,182
35,180
36,181
67,186
36,180
36,184
36,181
39,180
36,180
51,181
36,180
33,179
50,179
52,180
36,183
51,181
35,184
36,180
36,183
36,180
36,184
67,180
36,185
36,180
36,182
36,180
36,179
51,185
35,180
35,182
53,179
36,181
36,184
67,181
33,180
36,187
35,179
36,181
36,181
66,181
36,184
33,181
36,184
36,179
36,181
52,180
36,180
35,184
51,180
36,184
36,182
50,183
36,180
51,185
36,180
37,200
36,181
68,184
36,182
36,185
37,181
36,187
36,184
49,184
36,188
37,191
52,192
37,191
38,197
53,197
37,212
38,206
35,208
54,215
39,211
71,210
38,211
39,208
38,213
37,209
36,210
54,212
38,211
39,218
54,214
36,220
40,220
54,215
39,223
38,219
39,224
39,220
39,226
88,225
40,225
37,224
37,233
39,225
37,248
55,226
38,225
38,228
53,225
38,226
39,224
52,222
39,223
38,221
38,222
38,223
40,226
67,222
36,227
55,222
39,227
37,220
36,222
52,226
37,221
38,224
54,215
37,211
38,215
54,214
37,210
39,215
38,212
38,213
38,227
70,225
37,222
39,231
39,225
55,231
37,225
53,232
36,223
37,228
53,223
37,243
41,223
52,224
36,222
37,221
36,222
36,220
36,226
69,223
38,225
36,229
36,224
38,227
36,226
67,222
36,224
36,227
51,220
38,219
37,222
50,220
38,224
35,225
35,220
35,222
35,224
66,218
36,224
35,219
35,221
35,218
34,227
53,231
40,230
57,229
53,227
37,225
34,229
53,252
38,225
39,221
35,214
36,219
37,226
68,243
39,221
35,220
39,221
37,218
36,233
54,230
38,229
41,234
57,241
55,228
40,227
55,225
37,236
41,224
40,223
40,217
37,217
71,222
37,218
37,223
39,220
40,230
40,225
56,234
38,226
40,226
55,232
41,229
41,235
72,232
40,237
38,238
39,233
38,251
42,234
70,236
42,241
41,247
39,235
41,236
39,242
54,239
38,239
41,246
57,240
39,241
42,248
57,245
42,248
55,244
39,255
40,242
40,245
70,239
39,248
43,228
41,224
40,230
41,227
56,231
39,225
39,230
57,228
42,227
40,238
56,226
41,234
40,230
40,233
56,239
40,241
71,236
40,237
41,237
41,232
43,233
40,236
56,232
39,240
42,234
55,230
40,229
40,235
57,229
41,233
42,230
41,236
40,231
39,232
88,230
38,235
38,228
38,241
38,230
37,252
54,230
38,233
38,229
53,233
38,227
38,232
50,228
36,232
38,228
35,227
38,233
37,235
68,231
35,227
51,231
38,230
35,227
38,231
52,233
36,241
39,246
53,261
41,240
38,242
55,245
37,253
38,246
38,244
39,239
39,242
69,235
40,239
40,235
38,231
56,233
41,229
56,231
37,229
38,234
56,234
38,234
38,232
54,253
42,233
41,244
40,250
41,248
41,243
70,238
39,234
39,237
38,233
38,227
38,230
71,231
38,226
40,228
55,224
37,221
40,237
55,219
37,215
40,217
37,209
37,215
38,206
70,210
37,204
37,207
38,201
38,198
37,202
54,203
37,200
54,204
55,201
36,198
39,202
52,199
36,202
36,196
36,215
38,193
37,195
68,190
37,193
37,184
37,189
34,182
34,180
52,179
37,182
35,179
51,185
50,179
34,184
50,180
34,183
33,178
34,181
35,178
33,179
66,180
37,179
36,177
36,177
36,180
39,180
51,179
36,179
36,178
52,180
36,185
34,180
65,184
34,178
33,184
33,181
34,179
34,183
64,179
35,185
36,178
36,182
36,178
38,182
51,180
35,185
35,180
49,179
34,181
34,178
51,187
36,178
50,180
35,182
36,181
35,183
68,181
34,184
36,179
36,182
34,180
37,178
51,184
36,181
36,186
49,181
34,184
33,179
49,185
35,181
34,185
33,182
50,185
34,179
65,185
34,180
34,185
34,179
34,198
36,181
50,180
36,185
33,180
49,183
34,180
34,180
49,184
35,182
37,179
34,186
33,180
36,184
83,181
34,185
34,180
34,188
34,181
35,181
51,180
36,180
38,198
52,186
36,181
38,185
52,182
36,184
36,180
36,184
36,180
37,180
67,180
36,181
52,189
36,185
35,181
36,181
51,182
39,185
33,181
53,180
36,183
37,179
50,180
34,188
34,186
34,209
38,194
38,199
66,198
35,200
36,202
38,210
54,217
38,211
53,219
38,210
39,220
54,211
38,205
36,209
50,203
37,205
35,199
34,199
35,203
35,198
68,202
36,199
36,202
35,223
39,205
38,212
72,205
37,212
35,208
51,212
35,209
36,215
51,211
36,215
35,210
36,211
35,205
35,203
66,205
35,201
34,205
36,199
35,206
35,207
49,205
37,210
51,205
55,203
37,208
38,205
54,204
35,208
34,205
37,208
35,205
35,209
66,204
34,204
35,205
37,210
37,204
37,208
50,203
35,208
35,202
51,203
52,206
37,201
52,207
35,203
36,203
38,204
37,202
44,204
68,203
35,205
38,203
37,208
36,204
35,206
51,202
36,206
35,203
51,202
34,201
34,201
69,207
37,201
37,205
37,202
38,205
37,200
66,201
37,205
34,201
35,199
34,221
38,200
52,201
34,203
35,201
53,201
34,205
34,201
52,205
37,200
52,204
34,201
34,209
35,200
65,205
34,201
35,208
35,201
35,205
34,203
50,207
34,201
35,207
51,204
34,202
34,223
52,203
37,205
37,199
38,204
53,198
38,194
68,189
37,192
35,190
35,192
35,188
35,192
50,197
35,199
35,203
50,201
35,205
36,202
50,201
34,207
35,202
35,202
36,206
35,206
86,225
39,206
35,207
38,212
37,212
50,217
53,209
39,209
36,211
51,208
37,211
35,208
51,208
35,211
36,209
35,206
35,207
34,200
66,199
35,201
53,194
38,198
35,194
34,197
50,192
34,192
33,192
49,210
36,191
36,190
51,191
36,190
36,195
36,192
37,194
36,190
67,194
38,190
36,194
34,190
49,193
34,189
49,196
34,190
33,194
49,191
34,190
34,189
49,191
36,192
33,189
34,193
34,191
33,189
64,193
33,191
34,209
35,191
36,193
33,191
65,194
